playerid,p_HBP,p_SHO,b_AB,p_L,p_SV,p_GF,p_CG,p_R,b_HBP,b_GIDP,b_BB,b_H,b_SH,b_IBB,b_2B,b_3B,b_SB,b_RBI,b_SO,b_G,p_W,b_R,classification
schanwa01,NULL,NULL,5307,NULL,NULL,NULL,NULL,NULL,107,0,849,1506,160,0,264,90,121,710,573,1842,NULL,769,0
schilcu01,52,20,773,146,22,81,83,1318,0,8,25,117,102,0,13,1,1,29,270,571,216,39,0
schmija01,52,9,597,96,0,1,20,958,2,5,22,63,90,0,9,0,0,21,282,324,130,29,0
schmimi01,NULL,NULL,8352,NULL,NULL,NULL,NULL,NULL,79,156,1507,2234,16,201,408,59,174,1595,1883,2404,NULL,1506,1
schoere01,NULL,NULL,8479,NULL,NULL,NULL,NULL,NULL,21,180,606,2449,97,15,427,78,89,773,346,2216,NULL,1223,1
schreos01,NULL,NULL,3057,NULL,NULL,NULL,NULL,NULL,12,0,102,829,45,0,136,31,52,338,0,895,NULL,304,0
schulfr01,NULL,NULL,6533,NULL,NULL,NULL,NULL,NULL,56,0,545,1766,279,0,288,124,233,792,515,1806,NULL,906,0
schumha02,24,27,896,121,7,38,138,1080,4,18,32,181,28,0,23,4,0,102,196,450,158,100,0
scottev01,NULL,NULL,5837,NULL,NULL,NULL,NULL,NULL,18,0,243,1455,275,0,208,58,69,551,282,1654,NULL,552,0
scottge02,NULL,NULL,7433,NULL,NULL,NULL,NULL,NULL,53,277,699,1992,22,85,306,60,69,1051,1418,2034,NULL,957,0
scottja01,43,11,680,109,19,124,115,904,5,0,39,187,12,0,31,4,1,73,76,408,103,67,0
scottmi03,33,22,653,108,3,13,45,908,0,9,27,81,59,0,14,0,2,45,279,348,124,33,0
scottto01,NULL,NULL,2803,NULL,NULL,NULL,NULL,NULL,16,51,186,699,17,27,111,28,125,253,464,991,NULL,331,0
seaveto01,76,61,1315,205,1,6,231,1674,4,22,108,202,121,0,28,5,4,86,485,677,311,99,1
seguida01,NULL,NULL,4847,NULL,NULL,NULL,NULL,NULL,14,131,524,1412,19,56,284,16,17,684,687,1456,NULL,683,0
seguidi01,18,7,384,111,71,264,28,867,1,6,14,58,22,0,5,1,0,24,197,640,92,26,0
seleaa01,112,9,58,112,0,15,15,1208,0,2,3,9,12,0,2,0,0,1,13,404,148,5,0
selkige01,NULL,NULL,2790,NULL,NULL,NULL,NULL,NULL,23,10,486,810,23,0,131,41,49,576,319,846,NULL,503,0
selmadi01,27,6,203,54,31,124,11,375,1,4,5,35,16,0,5,2,1,7,76,324,42,13,0
severha01,NULL,NULL,4312,NULL,NULL,NULL,NULL,NULL,19,0,331,1245,125,0,204,42,35,539,169,1390,NULL,408,0
seweljo01,NULL,NULL,7132,NULL,NULL,NULL,NULL,NULL,80,0,842,2226,275,0,436,68,74,1055,114,1903,NULL,1141,1
sewellu01,NULL,NULL,5383,NULL,NULL,NULL,NULL,NULL,27,1,486,1393,145,0,272,56,65,696,307,1630,NULL,653,0
sewelri01,23,20,750,97,15,88,137,983,1,20,37,152,19,0,22,3,12,59,154,423,143,81,0
sexsori01,NULL,NULL,4928,NULL,NULL,NULL,NULL,NULL,52,144,588,1286,0,31,260,17,14,943,1313,1367,NULL,748,0
seymocy01,84,6,5682,56,1,15,104,631,30,0,354,1723,138,0,229,96,222,799,32,1528,61,737,0
shantbo01,41,15,548,99,48,192,78,817,5,4,47,107,44,0,20,2,3,46,96,578,119,60,0
sheckji01,NULL,NULL,7605,NULL,NULL,NULL,NULL,NULL,92,0,1135,2084,286,0,354,136,465,813,233,2122,NULL,1296,0
sheffga01,NULL,NULL,9217,NULL,NULL,NULL,NULL,NULL,135,235,1475,2689,9,130,467,27,253,1676,1171,2576,NULL,1636,0
sherdbi01,54,11,960,146,26,163,159,1326,1,0,63,214,44,0,35,5,2,86,96,549,165,96,0
shockur01,37,28,798,117,25,68,200,1127,11,0,139,167,98,0,23,3,1,70,211,412,187,89,0
shortch02,61,24,697,132,18,78,88,991,3,13,14,88,57,0,5,2,1,24,198,506,135,29,0
siebeso01,54,21,660,114,16,42,67,907,9,20,18,114,35,0,22,3,0,57,182,405,140,52,0
sierrru01,NULL,NULL,8044,NULL,NULL,NULL,NULL,NULL,7,193,610,2152,1,102,428,59,142,1322,1239,2186,NULL,1084,0
sievero01,NULL,NULL,6387,NULL,NULL,NULL,NULL,NULL,51,164,841,1703,15,55,292,42,14,1147,920,1887,NULL,945,0
simmoal01,NULL,NULL,8759,NULL,NULL,NULL,NULL,NULL,30,23,615,2927,111,0,539,149,88,1827,737,2215,NULL,1507,1
simmocu01,53,36,1135,183,5,54,163,1551,2,16,59,194,57,0,19,3,2,76,283,609,193,93,0
simmote01,NULL,NULL,8680,NULL,NULL,NULL,NULL,NULL,39,287,855,2472,11,188,483,47,21,1389,694,2456,NULL,1074,0
simsdu01,NULL,NULL,2422,NULL,NULL,NULL,NULL,NULL,35,45,338,580,6,34,80,6,6,310,483,843,NULL,263,0
singebi01,63,24,413,127,2,7,94,944,5,5,14,45,30,0,11,0,0,13,162,324,118,20,0
singlke01,NULL,NULL,7189,NULL,NULL,NULL,NULL,NULL,17,248,1263,2029,29,125,317,25,21,1065,1246,2082,NULL,985,0
sislege01,6,1,8267,6,3,8,9,36,48,0,472,2812,226,0,425,164,375,1175,327,2055,5,1284,1
sistisi01,NULL,NULL,2999,NULL,NULL,NULL,NULL,NULL,16,62,283,732,70,0,121,19,30,260,440,1016,NULL,401,0
slaugen01,NULL,NULL,7946,NULL,NULL,NULL,NULL,NULL,37,139,1018,2383,73,11,413,148,71,1304,538,2380,NULL,1247,1
smallro01,NULL,NULL,2644,NULL,NULL,NULL,NULL,NULL,18,66,257,601,26,6,103,33,4,305,541,872,NULL,277,0
smithea02,NULL,NULL,2264,NULL,NULL,NULL,NULL,NULL,11,0,247,686,47,0,115,19,18,355,106,860,NULL,225,0
smithhi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
smithle02,10,0,64,92,478,802,0,475,0,0,3,3,4,0,0,0,0,2,42,1023,71,2,0
smithlo01,NULL,NULL,5170,NULL,NULL,NULL,NULL,NULL,92,69,623,1488,21,19,273,58,370,533,849,1613,NULL,909,0
smithoz01,NULL,NULL,9396,NULL,NULL,NULL,NULL,NULL,33,167,1072,2460,214,79,402,69,580,793,589,2573,NULL,1257,1
smithre06,NULL,NULL,7033,NULL,NULL,NULL,NULL,NULL,33,150,890,2020,8,115,363,57,137,1092,1030,1987,NULL,1123,0
smithsh01,42,16,709,118,21,108,142,964,4,0,30,165,23,0,24,10,4,60,134,381,114,59,0
smoltjo01,57,16,948,155,154,204,53,1391,3,16,79,151,136,0,26,2,3,61,365,735,213,77,1
snidedu01,NULL,NULL,7161,NULL,NULL,NULL,NULL,NULL,21,166,971,2116,52,104,358,85,99,1333,1237,2143,NULL,1259,1
snowjt01,NULL,NULL,5641,NULL,NULL,NULL,NULL,NULL,64,135,760,1509,24,61,293,19,20,877,1142,1716,NULL,798,0
sosasa01,NULL,NULL,8813,NULL,NULL,NULL,NULL,NULL,59,202,929,2408,17,154,379,45,234,1667,2306,2354,NULL,1475,0
sotoma01,28,13,530,92,4,20,72,732,2,2,11,70,58,0,13,1,0,24,166,303,100,32,0
southbi01,NULL,NULL,4359,NULL,NULL,NULL,NULL,NULL,14,0,402,1296,152,0,173,91,138,561,148,1192,NULL,661,0
spahnwa01,42,63,1872,245,29,68,382,2016,7,23,94,363,68,0,57,6,4,189,487,783,363,141,1
spaldal01,0,24,1958,65,11,3,281,1791,0,0,29,613,0,0,88,20,10,327,25,411,253,417,0
sparktu01,88,19,798,136,8,41,202,1059,3,0,52,91,31,0,16,4,0,41,1,313,121,45,0
speaktr01,0,0,10195,0,0,1,0,1,103,0,1381,3514,309,0,792,222,432,1529,220,2789,0,1882,1
speiech01,NULL,NULL,7156,NULL,NULL,NULL,NULL,NULL,35,183,847,1759,73,106,302,50,42,720,988,2260,NULL,770,0
spencji01,NULL,NULL,4908,NULL,NULL,NULL,NULL,NULL,17,124,407,1227,35,86,179,27,11,599,582,1553,NULL,541,0
splitpa01,34,17,121,143,1,13,88,1243,1,3,7,22,8,0,1,1,0,4,16,430,166,12,0
stahlja01,NULL,NULL,3425,NULL,NULL,NULL,NULL,NULL,94,0,221,894,105,0,149,87,178,437,1,981,NULL,405,0
stahlla01,NULL,NULL,1721,NULL,NULL,NULL,NULL,NULL,6,21,142,400,12,17,58,19,22,163,357,730,NULL,167,0
stairma01,NULL,NULL,5204,NULL,NULL,NULL,NULL,NULL,57,109,717,1366,5,59,294,13,30,899,1122,1895,NULL,770,0
stanked01,NULL,NULL,4301,NULL,NULL,NULL,NULL,NULL,35,62,996,1154,103,0,185,35,48,364,374,1259,NULL,811,0
stanlmi01,NULL,NULL,5022,NULL,NULL,NULL,NULL,NULL,8,133,371,1243,42,32,201,48,44,500,564,1516,NULL,641,0
stantmi01,9,0,4,22,31,130,0,218,0,0,0,1,0,0,0,0,0,0,1,277,13,0,0
stargwi01,NULL,NULL,7927,NULL,NULL,NULL,NULL,NULL,78,143,937,2232,9,227,423,55,17,1540,1936,2360,NULL,1195,1
staubru01,NULL,NULL,9720,NULL,NULL,NULL,NULL,NULL,79,297,1255,2716,56,193,499,47,47,1466,888,2951,NULL,1189,0
stearjo01,NULL,NULL,2681,NULL,NULL,NULL,NULL,NULL,25,80,323,696,23,25,152,10,91,312,294,810,NULL,334,0
steartu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
steinha01,NULL,NULL,5896,NULL,NULL,NULL,NULL,NULL,79,0,471,1576,248,0,284,90,194,762,32,1646,NULL,758,0
steinte01,NULL,NULL,5369,NULL,NULL,NULL,NULL,NULL,48,176,418,1453,15,31,273,21,23,745,938,1546,NULL,638,0
stengca01,NULL,NULL,4288,NULL,NULL,NULL,NULL,NULL,39,0,437,1219,105,0,182,89,131,535,453,1277,NULL,575,0
stephjo03,3,0,0,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0
stephri01,NULL,NULL,4508,NULL,NULL,NULL,NULL,NULL,41,14,494,1515,91,0,321,54,53,773,247,1310,NULL,714,0
stewada01,62,9,51,129,19,87,55,1259,0,0,3,10,6,0,1,1,0,4,17,523,168,5,0
stewaji01,NULL,NULL,1420,NULL,NULL,NULL,NULL,NULL,8,18,139,336,22,9,45,14,38,112,218,777,NULL,164,0
stiebda01,129,30,2,137,3,14,103,1225,0,0,0,0,0,0,0,0,0,0,0,454,176,2,0
stonest01,40,7,219,93,1,15,43,880,1,2,11,22,22,0,2,0,0,7,92,340,107,9,0
stottme01,44,40,749,139,1,3,152,1003,4,14,47,120,42,0,13,6,0,57,270,366,164,54,0
stottto01,83,6,242,121,1,12,25,1130,0,1,28,50,26,0,7,1,1,11,93,373,138,23,0
stoveha01,0,0,6138,0,0,3,0,9,31,0,663,1771,0,0,347,174,509,908,343,1486,0,1492,0
strawda01,NULL,NULL,5418,NULL,NULL,NULL,NULL,NULL,38,64,816,1401,1,131,256,38,221,1000,1352,1583,NULL,898,0
streega01,NULL,NULL,1501,NULL,NULL,NULL,NULL,NULL,16,0,119,312,41,0,44,11,17,105,0,504,NULL,98,0
suhrgu01,NULL,NULL,5176,NULL,NULL,NULL,NULL,NULL,10,64,718,1446,85,0,288,114,53,818,433,1435,NULL,714,0
sukefcl01,NULL,NULL,1237,NULL,NULL,NULL,NULL,NULL,5,3,95,326,25,0,50,14,12,96,57,486,NULL,122,0
sullibi03,NULL,NULL,3647,NULL,NULL,NULL,NULL,NULL,32,0,170,777,132,0,119,33,98,378,0,1147,NULL,363,0
summech01,NULL,NULL,1371,NULL,NULL,NULL,NULL,NULL,19,35,188,350,3,17,63,4,15,218,244,698,NULL,199,0
sundbji01,NULL,NULL,6021,NULL,NULL,NULL,NULL,NULL,22,159,699,1493,118,31,243,36,20,624,963,1962,NULL,621,0
surhobj01,NULL,NULL,8258,NULL,NULL,NULL,NULL,NULL,33,169,640,2326,71,81,440,42,141,1153,839,2313,NULL,1062,0
sutclri01,46,18,562,139,6,30,72,1324,2,15,34,102,54,0,22,1,4,55,143,466,171,42,0
suttebr01,13,0,102,71,300,512,0,370,1,1,7,9,10,0,0,0,1,6,50,661,68,6,1
suttlmu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
suttodo01,82,58,1354,256,5,12,178,2104,6,29,60,195,136,0,15,1,1,64,365,785,324,64,1
sweenbi02,NULL,NULL,3692,NULL,NULL,NULL,NULL,NULL,12,0,423,1004,126,0,153,40,172,389,153,1039,NULL,442,0
sweenmi01,NULL,NULL,5188,NULL,NULL,NULL,NULL,NULL,74,142,522,1540,5,61,325,5,53,909,613,1454,NULL,759,0
tananfr01,129,34,59,236,1,10,143,1910,0,0,2,9,3,0,1,1,0,5,12,639,240,3,0
tanneje01,130,34,1410,116,7,38,263,1195,8,0,105,361,26,0,55,23,19,141,3,506,197,189,0
tartada01,NULL,NULL,5011,NULL,NULL,NULL,NULL,NULL,17,110,768,1366,2,47,289,22,37,925,1362,1406,NULL,756,0
taylobe99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
tayloto02,NULL,NULL,7680,NULL,NULL,NULL,NULL,NULL,78,166,613,2007,91,49,298,86,234,598,1083,2195,NULL,1005,0
tebbebi01,NULL,NULL,3704,NULL,NULL,NULL,NULL,NULL,12,111,389,1000,44,0,169,22,29,469,261,1162,NULL,357,0
tekulke01,17,0,121,90,184,638,0,526,0,1,6,10,5,0,0,0,0,2,61,1050,94,8,0
templga01,NULL,NULL,7721,NULL,NULL,NULL,NULL,NULL,9,167,375,2096,57,144,329,106,242,728,1092,2079,NULL,893,0
tenacge01,NULL,NULL,4390,NULL,NULL,NULL,NULL,NULL,91,77,984,1060,21,58,179,20,36,674,998,1555,NULL,653,0
tennefr01,0,0,139,2,0,0,5,26,0,0,6,30,0,0,3,1,0,0,0,37,3,18,0
tennefr02,0,0,7595,0,0,0,0,4,63,0,874,2231,275,0,270,77,285,688,43,1994,0,1278,0
terrybi01,NULL,NULL,6428,NULL,NULL,NULL,NULL,NULL,9,38,537,2193,137,0,373,112,56,1078,449,1721,NULL,1120,1
tettlmi01,NULL,NULL,4698,NULL,NULL,NULL,NULL,NULL,30,86,949,1132,21,72,210,16,23,732,1307,1485,NULL,711,0
tewksbo01,41,7,380,102,1,8,31,884,0,6,21,50,41,0,7,0,0,19,148,303,110,20,0
theveto01,NULL,NULL,4164,NULL,NULL,NULL,NULL,NULL,11,52,210,1030,99,0,124,32,23,456,222,1229,NULL,380,0
thomafr04,NULL,NULL,8199,NULL,NULL,NULL,NULL,NULL,87,225,1667,2468,0,168,495,12,32,1704,1397,2322,NULL,1494,1
thomago01,NULL,NULL,4677,NULL,NULL,NULL,NULL,NULL,18,84,697,1051,41,41,212,13,50,782,1339,1436,NULL,681,0
thomair01,NULL,NULL,1352,NULL,NULL,NULL,NULL,NULL,22,0,82,327,29,0,46,17,20,155,8,484,NULL,124,0
thompro01,NULL,NULL,4612,NULL,NULL,NULL,NULL,NULL,66,72,439,1187,99,8,238,39,103,458,987,1304,NULL,671,0
thompsa01,NULL,NULL,5984,NULL,NULL,NULL,NULL,NULL,63,0,450,1979,5,0,340,160,229,1299,226,1407,NULL,1256,1
thomsbo01,NULL,NULL,6305,NULL,NULL,NULL,NULL,NULL,34,159,559,1705,36,23,267,74,38,1026,804,1779,NULL,903,0
thornan01,NULL,NULL,5291,NULL,NULL,NULL,NULL,NULL,41,129,876,1342,14,69,244,22,48,895,851,1565,NULL,792,0
tiantlu01,49,49,513,172,15,51,187,1400,1,10,13,84,41,0,14,1,1,44,146,573,229,36,0
tidrodi01,43,5,95,94,55,244,32,807,0,2,3,9,16,0,0,0,0,7,42,620,100,6,0
timlimi01,47,0,7,73,141,467,0,533,0,0,0,0,0,0,0,0,0,0,4,1059,75,0,0
tinkejo01,NULL,NULL,6434,NULL,NULL,NULL,NULL,NULL,10,0,416,1687,285,0,263,114,336,782,149,1804,NULL,774,0
tobinji01,27,12,796,112,5,47,156,861,3,22,80,183,5,0,35,3,1,102,162,396,105,81,0
tolanbo01,NULL,NULL,4238,NULL,NULL,NULL,NULL,NULL,65,91,258,1121,64,27,173,34,193,497,587,1282,NULL,572,0
toneyfr01,46,28,744,102,12,48,158,835,0,0,21,118,31,0,12,4,3,47,186,336,139,40,0
torboje01,NULL,NULL,1391,NULL,NULL,NULL,NULL,NULL,4,36,103,297,17,29,42,3,3,101,189,574,NULL,78,0
torgeea01,NULL,NULL,4969,NULL,NULL,NULL,NULL,NULL,8,113,980,1318,55,7,215,46,133,740,653,1668,NULL,848,0
torrejo01,NULL,NULL,7874,NULL,NULL,NULL,NULL,NULL,85,284,779,2342,13,127,344,59,23,1185,1094,2209,NULL,996,0
torremi01,59,15,412,160,0,13,117,1501,2,6,10,64,28,0,8,1,1,15,131,499,185,24,0
torricr99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
tovarce01,0,0,5569,0,0,0,0,0,88,58,413,1546,73,23,253,55,226,435,410,1488,0,834,0
trammal01,NULL,NULL,8288,NULL,NULL,NULL,NULL,NULL,37,156,850,2365,124,48,412,55,236,1003,874,2293,NULL,1231,0
traynpi01,NULL,NULL,7559,NULL,NULL,NULL,NULL,NULL,31,47,472,2416,231,0,371,164,158,1273,278,1941,NULL,1183,1
trillma01,NULL,NULL,5950,NULL,NULL,NULL,NULL,NULL,34,143,452,1562,88,35,239,33,56,571,742,1780,NULL,598,0
troutdi01,34,28,961,161,35,134,158,1166,1,18,59,205,26,0,28,7,7,110,226,535,170,99,0
truckvi01,47,33,949,135,30,113,124,1124,2,31,9,171,46,0,23,1,1,70,153,517,177,63,0
tudorjo01,29,16,384,72,1,5,50,700,0,3,17,59,41,0,7,2,1,18,120,289,117,22,0
turneji01,10,8,399,60,20,86,69,482,4,7,8,87,17,0,16,1,0,22,39,238,69,32,0
turnete01,NULL,NULL,5921,NULL,NULL,NULL,NULL,NULL,34,0,435,1499,268,0,207,77,256,528,156,1659,NULL,699,0
uhlege01,113,21,1360,166,25,114,232,1635,4,0,98,393,36,0,60,21,6,187,112,722,200,172,0
unserde01,NULL,NULL,5215,NULL,NULL,NULL,NULL,NULL,9,62,481,1344,65,62,179,42,64,481,675,1799,NULL,617,0
valenel01,NULL,NULL,3166,NULL,NULL,NULL,NULL,NULL,7,81,180,881,5,9,169,15,59,474,462,894,NULL,380,0
valenfe01,25,31,936,153,2,10,113,1303,0,12,8,187,93,0,26,1,0,84,145,474,173,56,0
valoel01,NULL,NULL,5029,NULL,NULL,NULL,NULL,NULL,38,111,942,1420,65,12,228,73,110,601,284,1806,NULL,768,0
vanceda01,77,29,971,140,11,53,216,1246,7,4,79,146,55,0,23,1,1,75,287,442,197,68,1
vandejo01,21,29,685,121,2,28,131,915,0,8,41,104,60,0,12,2,1,26,201,382,119,58,0
vanhage01,49,5,8021,31,4,24,65,527,38,0,868,2532,52,0,285,161,583,1014,305,1984,40,1639,0
vanslan01,NULL,NULL,5711,NULL,NULL,NULL,NULL,NULL,27,94,667,1562,12,55,293,91,245,792,1063,1658,NULL,835,0
